year,depth,chl_a,pH,temp,nitrate
2019,6,NaN,6.93,9.3,0.04
2019,7,NaN,6.83,9.2,0.03
2019,8,NaN,6.83,9.3,0.03
2019,9,4.17,6.73,9,0.02
2019,10,NaN,6.66,9,0.02
2019,11,NaN,5.59,8.8,0.02
2019,12,NaN,6.42,7.9,0.01
2019,13,NaN,5.9,7.4,0.01
2019,0,6.1,6.49,10.2,NaN
2019,1,NaN,6.91,9.9,NaN
2019,2,NaN,6.88,9.7,NaN
2019,3,6.01,6.87,9.7,NaN
2019,4,NaN,6.85,6.6,NaN
2019,5,NaN,6.8,9.4,NaN
2019,6,NaN,6.72,9.3,NaN
2019,7,NaN,6.56,9.2,NaN
2019,8,NaN,6.5,9.1,NaN
2019,9,6.88,6.44,9,NaN
2019,10,NaN,6.4,9,NaN
2019,11,NaN,6.35,8.9,NaN
2019,12,NaN,6.34,8.8,NaN
2019,13,NaN,NaN,8.8,NaN
2019,0,4.84,7.11,9,0.05
2019,1,NaN,6.74,9,0.02
2019,2,NaN,6.62,9,0.01
2019,3,4.62,6.59,9,0.01
2019,4,NaN,6.56,9,0.01
2019,5,NaN,6.59,9,0.01
2019,6,NaN,6.57,8.9,0.01
2019,7,NaN,6.56,8.9,0.01
2019,8,NaN,6.55,8.9,0.01
2019,9,2.59,6.53,8.9,0.01
2019,10,NaN,6.5,8.9,0.01
2019,11,NaN,6.47,8.9,0.01
2019,12,NaN,6.46,8.9,0.01
2019,13,NaN,6.42,8.9,0.01
