date,time,grid,trap,l_ear,r_ear,sex,age,weight,hindft,notes,b_key,session_id,study
8/12/2005,,bonrip,10E,1927,1928,M,J,725,107,,211,75,Population
8/12/2005,,bonrip,1E,1911,1912,F,J,730,NA,,203,75,Population
8/12/2005,,bonrip,2A,1907,1908,F,J,840,NA,,201,75,Population
8/12/2005,,bonrip,2B,1889,1890,F,A,1250,NA,,194,75,Population
8/12/2005,,bonrip,2C,1885,1854,M,J,700,NA,,192,75,Population
8/12/2005,,bonrip,3B,1879,1880,F,J,790,NA,,189,75,Population
8/12/2005,,bonrip,3C,1887,1888,M,A,1240,NA,,193,75,Population
8/12/2005,,bonrip,3E,1811,1812,F,A,1440,NA,L Hind Leg Injured,159,75,Population
8/12/2005,,bonrip,4D,1881,1882,F,J,830,NA,,190,75,Population
8/12/2005,,bonrip,5D,1905,1906,F,,NA,NA,"Left Front Foot Injured by Mink. Mink Still Around, Not Shy",965,75,Population
8/12/2005,,bonrip,5E,1875,1876,F,A,1270,NA,,188,75,Population
8/12/2005,,bonrip,6C,1510,1515,M,A,1660,NA,,92,75,Population
8/12/2005,,bonrip,6D,1873,1874,F,J,750,NA,,187,75,Population
8/12/2005,,bonrip,7B,1917,1918,F,J,790,NA,,206,75,Population
8/12/2005,,bonrip,8A,1861,1862,F,J,775,NA,,183,75,Population
8/12/2005,,bonrip,8D,1915,1916,F,J,750,NA,,205,75,Population
8/12/2005,,bonrip,9A,1867,1868,F,A,1725,NA,,962,75,Population
8/12/2005,,bonrip,9B,,,,,NA,NA,"Injured Bunny, Released, No Tags",NA,75,Population
8/12/2005,,bonrip,9C,1929,1930,M,A,1180,138,,212,75,Population
11/8/2005,,bonrip,2D,1899,1820,M,A,1730,NA,,163,76,Population
11/8/2005,,bonrip,3B,1887,1895,M,A,1580,145,,193,76,Population
11/8/2005,,bonrip,5A,1871,1872,M,A,1860,NA,,963,76,Population
11/8/2005,,bonrip,6C,1618,1619,F,A,1480,NA,,101,76,Population
11/8/2005,,bonrip,6E,1615,1608,F,A,1800,NA,,100,76,Population
11/8/2005,,bonrip,8A,1510,1515,M,A,1680,NA,,92,76,Population
11/9/2005,,bonrip,2E,1891,1892,F,A,1520,135,,195,76,Population
11/9/2005,,bonrip,3A,1887,1895,M,A,1620,NA,,193,76,Population
11/9/2005,,bonrip,3B,1879,1880,F,A,1490,135,,189,76,Population
11/9/2005,,bonrip,4D,1903,1904,F,A,1490,NA,,199,76,Population
11/9/2005,,bonrip,5E,1615,1608,F,A,1580,NA,,100,76,Population
11/9/2005,,bonrip,7B,1618,1619,F,A,1400,NA,,101,76,Population
11/9/2005,,bonrip,8B,1510,1515,M,A,1600,NA,,92,76,Population
11/9/2005,,bonrip,9B,1634,1635,F,2.25 yrs,1600,NA,,106,76,Population
11/9/2005,,bonrip,9C,1867,1868,F,A,1560,NA,,962,76,Population
11/10/2005,,bonrip,2E,1839,1840,M,A,1510,135,,173,76,Population
11/10/2005,,bonrip,3E,1891,1892,F,A,1380,NA,,195,76,Population
11/10/2005,,bonrip,4C,1887,1895,M,A,1540,NA,,193,76,Population
11/10/2005,,bonrip,4D,1899,1820,M,A,1710,140,,163,76,Population
11/10/2005,,bonrip,5D,1615,1608,F,A,1560,NA,,100,76,Population
11/10/2005,,bonrip,6A,1871,1872,M,A,1690,NA,,963,76,Population
11/10/2005,,bonrip,7A,1879,1880,F,A,1360,133,,189,76,Population
11/10/2005,,bonrip,7C,1858,1857,F,A,1580,NA,,181,76,Population
11/10/2005,,bonrip,7E,1618,1619,F,A,1500,NA,,101,76,Population
11/10/2005,,bonrip,9B,1510,1515,M,A,1580,NA,,92,76,Population
11/11/2005,,bonrip,10E,1927,1928,M,A,1370,140,,211,76,Population
11/11/2005,,bonrip,1C,1839,1840,M,A,1450,NA,,173,76,Population
11/11/2005,,bonrip,1D,1885,1854,M,A,1310,135,,192,76,Population
11/11/2005,,bonrip,1E,1891,1892,F,A,1370,NA,,195,76,Population
11/11/2005,,bonrip,3C,1903,1904,F,A,1460,NA,,199,76,Population
11/11/2005,,bonrip,3D,1899,1820,M,A,1650,NA,,163,76,Population
11/11/2005,,bonrip,4A,,,,,NA,NA,,NA,76,Population
11/11/2005,,bonrip,4B,1887,1895,M,A,1440,NA,,193,76,Population
11/11/2005,,bonrip,5C,1615,1608,F,A,1530,NA,,100,76,Population
11/11/2005,,bonrip,6B,1875,1876,F,A,1680,NA,,188,76,Population
11/11/2005,,bonrip,6D,1871,1872,M,A,1630,NA,,963,76,Population
11/11/2005,,bonrip,7B,1510,1515,M,A,1490,NA,,92,76,Population
11/11/2005,,bonrip,7E,1858,1857,F,A,1460,NA,,181,76,Population
11/11/2005,,bonrip,8A,1510,1515,M,,NA,NA,,92,76,Population
11/11/2005,,bonrip,8C,1618,1619,F,A,1350,NA,,101,76,Population
11/11/2005,,bonrip,8E,1869,1870,F,A,1750,NA,,186,76,Population
11/11/2005,,bonrip,9A,1867,1868,F,A,1560,NA,,962,76,Population
11/11/2005,,bonrip,9D,1931,1932,F,A,1400,142,,213,76,Population
4/8/2006,,bonrip,10A,1865,1866,M,A,1340,138,,185,77,Population
4/8/2006,,bonrip,1C,1863,1864,M,A,1360,145,,184,77,Population
4/8/2006,,bonrip,2C,1875,1876,F,A,1470,135,,188,77,Population
4/8/2006,,bonrip,3C,1841,1842,M,A,1480,138,,174,77,Population
4/8/2006,,bonrip,4A,1887,1895,M,A,1550,140,,193,77,Population
4/8/2006,,bonrip,4D,1899,1820,M,A,1660,144,,163,77,Population
4/8/2006,,bonrip,4E,1903,1904,F,A,1380,136,,199,77,Population
4/8/2006,,bonrip,6E,1615,1608,F,A,1530,132,,100,77,Population
4/8/2006,,bonrip,7B,1871,1872,M,A,1750,149,,963,77,Population
4/8/2006,,bonrip,8B,1618,1619,F,A,1320,NA,,101,77,Population
4/8/2006,,bonrip,8D,1510,1515,M,A,1510,NA,,92,77,Population
4/8/2006,,bonrip,8E,1869,1870,F,A,1660,NA,,186,77,Population
4/8/2006,,bonrip,9B,1510,1515,M,,NA,NA,,92,77,Population
4/9/2006,,bonrip,10A,1933,1934,F,A,1340,138,,214,77,Population
4/9/2006,,bonrip,10B,1931,1932,F,A,1410,NA,,213,77,Population
4/9/2006,,bonrip,1E,1848,1847,M,A,1600,140,,177,77,Population
4/9/2006,,bonrip,2A,1925,1926,M,A,1550,139,,210,77,Population
4/9/2006,,bonrip,2B,1903,1904,F,A,1340,NA,,199,77,Population
4/9/2006,,bonrip,2C,1863,1864,M,A,1340,NA,,184,77,Population
4/9/2006,,bonrip,3E,1899,1820,M,A,1600,NA,,163,77,Population
4/9/2006,,bonrip,4D,1887,1895,M,A,1460,NA,,193,77,Population
4/9/2006,,bonrip,4E,1841,1842,M,A,1500,NA,,174,77,Population
4/9/2006,,bonrip,5D,1615,1608,F,A,1430,132,,100,77,Population
4/9/2006,,bonrip,6C,1875,1876,F,A,1500,133,,188,77,Population
4/9/2006,,bonrip,8A,1510,1515,M,A,1530,NA,,92,77,Population
4/9/2006,,bonrip,8B,1871,1872,M,A,1590,NA,,963,77,Population
4/9/2006,,bonrip,9A,1858,1857,F,A,1475,NA,,181,77,Population
4/9/2006,,bonrip,9B,1618,1619,F,A,1350,NA,,101,77,Population
4/9/2006,,bonrip,9D,1510,1515,M,,NA,NA,,92,77,Population
4/9/2006,,bonrip,9E,1869,1870,F,A,1710,NA,,186,77,Population
4/10/2006,,bonrip,10A,1865,1866,M,A,1450,NA,,185,77,Population
4/10/2006,,bonrip,10B,1933,1934,F,A,1340,NA,,214,77,Population
4/10/2006,,bonrip,10C,1929,1930,M,A,1520,135,,212,77,Population
4/10/2006,,bonrip,10E,1931,1932,F,A,1360,NA,,213,77,Population
4/10/2006,,bonrip,1C,1903,1904,F,A,1340,NA,,199,77,Population
4/10/2006,,bonrip,1E,1863,1864,M,A,1280,NA,,184,77,Population
4/10/2006,,bonrip,2C,1887,1895,M,A,1450,NA,,193,77,Population
4/10/2006,,bonrip,2E,1899,1820,M,,NA,NA,,163,77,Population
4/10/2006,,bonrip,4E,1899,1820,M,,NA,NA,,163,77,Population
4/10/2006,,bonrip,5A,1925,1926,M,A,1410,NA,,210,77,Population
4/10/2006,,bonrip,5C,1615,1608,F,2 yrs.,NA,NA,Died after release,100,77,Population
4/10/2006,,bonrip,5E,1935,1936,F,A,1290,138,,215,77,Population
4/10/2006,,bonrip,6A,1875,1876,F,A,1500,NA,,188,77,Population
4/10/2006,,bonrip,7A,1937,1938,M,A,1110,119,,216,77,Population
4/10/2006,,bonrip,8A,1510,1515,M,A,1450,NA,,92,77,Population
4/10/2006,,bonrip,8B,1869,1870,F,A,1625,NA,,186,77,Population
4/10/2006,,bonrip,9A,1867,1868,F,A,1470,141,,962,77,Population
4/10/2006,,bonrip,9B,1871,1872,M,A,1600,143,,963,77,Population
4/10/2006,,bonrip,9D,1618,1619,F,A,1375,NA,,101,77,Population
4/11/2006,,bonrip,10B,1929,1930,M,,NA,NA,,212,77,Population
4/11/2006,,bonrip,10C,1933,1934,F,,NA,NA,,214,77,Population
4/11/2006,,bonrip,10E,1931,1932,F,,NA,NA,,213,77,Population
4/11/2006,,bonrip,1B,1863,1864,M,,NA,NA,,184,77,Population
4/11/2006,,bonrip,1C,1887,1895,M,,NA,NA,,193,77,Population
4/11/2006,,bonrip,1D,1925,1926,M,,NA,NA,,210,77,Population
4/11/2006,,bonrip,2A,1899,1820,M,,NA,NA,,163,77,Population
4/11/2006,,bonrip,2B,1925,1926,M,,NA,NA,,210,77,Population
4/11/2006,,bonrip,2D,1887,1895,M,,NA,NA,,193,77,Population
4/11/2006,,bonrip,2E,1848,1847,M,,NA,NA,,177,77,Population
4/11/2006,,bonrip,3B,1935,1936,F,,NA,NA,,215,77,Population
4/11/2006,,bonrip,3C,1903,1904,F,,NA,NA,,199,77,Population
4/11/2006,,bonrip,3D,1875,1876,F,,NA,NA,,188,77,Population
4/11/2006,,bonrip,4C,1887,1895,M,,NA,NA,,193,77,Population
4/11/2006,,bonrip,4D,1903,1904,F,,NA,NA,,199,77,Population
4/11/2006,,bonrip,4E,1899,1820,M,,NA,NA,,163,77,Population
4/11/2006,,bonrip,5A,1841,1842,M,,NA,NA,,174,77,Population
4/11/2006,,bonrip,6B,1841,1842,M,,NA,NA,,174,77,Population
4/11/2006,,bonrip,7A,1937,1938,M,,NA,NA,,216,77,Population
4/11/2006,,bonrip,7B,1510,1515,M,,NA,NA,,92,77,Population
4/11/2006,,bonrip,8A,1869,1870,F,,NA,NA,,186,77,Population
4/11/2006,,bonrip,8C,1618,1619,F,,NA,NA,,101,77,Population
4/11/2006,,bonrip,9B,1867,1868,F,,NA,NA,,962,77,Population
4/11/2006,,bonrip,9D,1871,1872,M,,NA,NA,,963,77,Population
8/15/2006,,bonrip,10A,1933,1934,F,A,1600,135,,214,78,Population
8/15/2006,,bonrip,10E,1931,1932,F,A,1450,134,,213,78,Population
8/15/2006,,bonrip,1D,1958,1957,F,A,1660,132,,226,78,Population
8/15/2006,,bonrip,1E,1959,1960,F?,A,1160,125,,227,78,Population
8/15/2006,,bonrip,2E,1955,1956,F,J,720,106,,224,78,Population
8/15/2006,,bonrip,3B,1952,1953,F?,J,800,110,,223,78,Population
8/15/2006,,bonrip,3C,1903,1954,F,A,1340,130,,200,78,Population
8/15/2006,,bonrip,4D,1949,1951,M,J,860,108,,222,78,Population
8/15/2006,,bonrip,5A,1945,1946,F,J,980,114,,220,78,Population
8/15/2006,,bonrip,5E,1947,1948,F,J,840,117,,221,78,Population
8/15/2006,,bonrip,6B,1943,1944,F,A,1185,135,,219,78,Population
8/15/2006,,bonrip,7A,1939,1940,F,A,1180,125,,217,78,Population
8/15/2006,,bonrip,7C,1941,1942,F,J,880,110,,218,78,Population
8/15/2006,,bonrip,7C,1858,1857,F,A,1620,134,,181,78,Population
8/15/2006,,bonrip,7D,1618,1619,F,A,1500,126,,101,78,Population
8/15/2006,,bonrip,9D,1869,1870,F,A,1780,143,,186,78,Population
8/16/2006,,bonrip,10B,1933,1934,F,,NA,NA,,214,78,Population
8/16/2006,,bonrip,2B,1969,1970,M,A,1660,139,,232,78,Population
8/16/2006,,bonrip,2C,1967,1968,F,J,860,111,,231,78,Population
8/16/2006,,bonrip,2E,1885,1854,M,A,1610,136,,192,78,Population
8/16/2006,,bonrip,3B,1965,1966,F,J,730,106,,230,78,Population
8/16/2006,,bonrip,4A,1903,1954,F,,NA,NA,,200,78,Population
8/16/2006,,bonrip,4B,1875,1876,F,A,1760,NA,,188,78,Population
8/16/2006,,bonrip,6D,1618,1619,F,,NA,NA,,101,78,Population
8/16/2006,,bonrip,7A,1943,1944,F,,NA,NA,,219,78,Population
8/16/2006,,bonrip,7D,1858,1857,F,,NA,NA,,181,78,Population
8/16/2006,,bonrip,8A,1963,1964,F,J,740,111,,229,78,Population
8/16/2006,,bonrip,8B,1961,1962,F,A,1350,125,,228,78,Population
8/16/2006,,bonrip,9A,1931,1932,F,,NA,NA,,213,78,Population
8/17/2006,,bonrip,10A,1931,1932,F,,NA,NA,,213,78,Population
8/17/2006,,bonrip,10B,1933,1934,F,,NA,NA,,214,78,Population
8/17/2006,,bonrip,10E,1973,1974,F,A,1230,130,,233,78,Population
8/17/2006,,bonrip,1C,1989,1990,F,,NA,102,,241,78,Population
8/17/2006,,bonrip,2D,1958,1957,F,,NA,NA,,226,78,Population
8/17/2006,,bonrip,3A,1952,1953,F?,,NA,NA,,223,78,Population
8/17/2006,,bonrip,3C,1987,1988,F?,,NA,106,,240,78,Population
8/17/2006,,bonrip,4B,1985,1986,,,NA,NA,,239,78,Population
8/17/2006,,bonrip,4C,1903,1954,F,,NA,NA,,200,78,Population
8/17/2006,,bonrip,4E,1875,1876,F,,NA,NA,,188,78,Population
8/17/2006,,bonrip,5D,1947,1948,F,,NA,NA,,221,78,Population
8/17/2006,,bonrip,5E,1949,1951,M,,NA,NA,,222,78,Population
8/17/2006,,bonrip,6A,1983,1984,F,,NA,112,,238,78,Population
8/17/2006,,bonrip,6B,1941,1942,F,,NA,NA,,218,78,Population
8/17/2006,,bonrip,6D,1618,1619,F,,NA,NA,,101,78,Population
8/17/2006,,bonrip,6E,1981,1982,F,,NA,138,,237,78,Population
8/17/2006,,bonrip,7A,1977,1978,F,,NA,119,,235,78,Population
8/17/2006,,bonrip,7B,1858,1857,F,,NA,NA,,181,78,Population
8/17/2006,,bonrip,7D,1979,1980,F,,NA,117,,236,78,Population
8/17/2006,,bonrip,8A,1975,1976,F,,NA,136,,234,78,Population
8/17/2006,,bonrip,8B,1510,1515,M,3 yrs.,NA,NA,,92,78,Population
8/17/2006,,bonrip,8E,1869,1870,F,,NA,NA,,186,78,Population
8/17/2006,,bonrip,9B,1961,1962,F,,NA,NA,,228,78,Population
8/17/2006,,bonrip,9E,1971,1972,F?,,NA,116,,966,78,Population
8/18/2006,,bonrip,10A,1931,1932,F,,NA,NA,,213,78,Population
8/18/2006,,bonrip,10B,1993,1994,,,NA,NA,,243,78,Population
8/18/2006,,bonrip,10B,1995,1996,,J,200,68,,244,78,Population
8/18/2006,,bonrip,10B,1991,1992,,J,160,67,,242,78,Population
8/18/2006,,bonrip,10C,1975,1976,F,,NA,NA,,234,78,Population
8/18/2006,,bonrip,10E,1933,1934,F,,NA,NA,,214,78,Population
8/18/2006,,bonrip,2B,1957,1958,,,NA,NA,,225,78,Population
8/18/2006,,bonrip,2C,1989,1990,F,,NA,NA,,241,78,Population
8/18/2006,,bonrip,3E,1998,1999,M?,,NA,116,,245,78,Population
8/18/2006,,bonrip,4A,1903,1954,F,,NA,NA,,200,78,Population
8/18/2006,,bonrip,4C,1952,1953,F?,,NA,NA,,223,78,Population
8/18/2006,,bonrip,4D,2000,2001,F,,NA,107,,246,78,Population
8/18/2006,,bonrip,5C,1981,1982,F,,NA,NA,,237,78,Population
8/18/2006,,bonrip,6B,1943,1944,F,,NA,NA,,219,78,Population
8/18/2006,,bonrip,6D,1618,1619,F,,NA,NA,,101,78,Population
8/18/2006,,bonrip,7C,1941,1942,F,,NA,NA,,218,78,Population
8/18/2006,,bonrip,8B,1869,1870,F,,NA,NA,,186,78,Population
8/18/2006,,bonrip,8C,1939,1940,F,,NA,NA,,217,78,Population
8/18/2006,,bonrip,9B,1961,1962,F,,NA,NA,,228,78,Population
8/19/2006,,bonrip,10B,1933,1934,F,A,1260,NA,,214,78,Population
8/19/2006,,bonrip,1A,2004,2005,M?,A,1320,134,,248,78,Population
8/19/2006,,bonrip,1C,1955,1956,F,J,810,NA,,224,78,Population
8/19/2006,,bonrip,2E,1959,1960,F?,A,1260,NA,,227,78,Population
8/19/2006,,bonrip,3A,1952,1953,F?,J,890,NA,,223,78,Population
8/19/2006,,bonrip,3B,1965,1966,F,J,780,NA,,230,78,Population
8/19/2006,,bonrip,4B,1903,1954,F,A,1370,NA,,200,78,Population
8/19/2006,,bonrip,5E,1947,1948,F,J,920,NA,,221,78,Population
8/19/2006,,bonrip,6A,1943,1944,F,A,1110,NA,,219,78,Population
8/19/2006,,bonrip,6B,1958,1957,F,A,1510,NA,,226,78,Population
8/19/2006,,bonrip,6C,2002,2003,M,A,1000,121,,247,78,Population
8/19/2006,,bonrip,6E,1618,1619,F,2.5 yrs,1360,NA,,101,78,Population
8/19/2006,,bonrip,7A,1510,1515,M,A,1660,NA,,92,78,Population
8/19/2006,,bonrip,8A,1939,1940,F,A,1110,NA,,217,78,Population
8/19/2006,,bonrip,8D,1961,1962,F,A,1230,NA,,228,78,Population
8/19/2006,,bonrip,9A,1931,1932,F,A,1320,NA,,213,78,Population
11/14/2006,,bonrip,2D,1989,1990,F,A,1200,NA,,241,79,Population
11/14/2006,,bonrip,4C,2000,2001,F,A,1560,NA,,246,79,Population
11/14/2006,,bonrip,5B,1875,1876,F,A,1760,NA,,188,79,Population
11/14/2006,,bonrip,6E,1945,1946,F,A,1650,NA,,220,79,Population
11/14/2006,,bonrip,8A,1510,1515,M,A,1700,NA,,92,79,Population
11/14/2006,,bonrip,9B,1975,1976,F,A,1550,NA,,234,79,Population
11/15/2006,,bonrip,10B,1961,1962,F,A,1540,NA,,228,79,Population
11/15/2006,,bonrip,1C,1989,1990,F,A,1140,NA,,241,79,Population
11/15/2006,,bonrip,2D,2090,2095,F,A,1290,143,,288,79,Population
11/15/2006,,bonrip,3E,2000,2001,F,A,1530,NA,,246,79,Population
11/15/2006,,bonrip,4D,2084,2098,F,A,1430,141,,284,79,Population
11/15/2006,,bonrip,6D,1941,1942,F,A,1540,NA,,218,79,Population
11/15/2006,,bonrip,7E,1510,1515,M,A,1740,NA,,92,79,Population
11/16/2006,,bonrip,10B,1961,1962,F,A,1520,NA,,228,79,Population
11/16/2006,,bonrip,2C,2000,2001,F,A,1420,NA,,246,79,Population
11/16/2006,,bonrip,2D,1989,1990,F,A,1060,NA,,241,79,Population
11/16/2006,,bonrip,3E,1875,1876,F,A,1810,NA,,188,79,Population
11/16/2006,,bonrip,6C,1945,1946,F,A,1820,NA,,220,79,Population
11/16/2006,,bonrip,6D,1941,1942,F,A,1440,NA,,218,79,Population
11/16/2006,,bonrip,7D,1510,1515,M,A,1620,NA,,92,79,Population
11/16/2006,,bonrip,8A,1858,1857,F,A,1640,NA,,181,79,Population
11/17/2006,,bonrip,10B,1929,1930,M,A,1580,NA,,212,79,Population
11/17/2006,,bonrip,10C,1931,1932,F,A,1420,NA,,213,79,Population
11/17/2006,,bonrip,2B,2084,2098,F,A,1390,NA,,284,79,Population
11/17/2006,,bonrip,4A,1945,1946,F,A,1550,NA,,220,79,Population
11/17/2006,,bonrip,4D,2000,2001,F,A,1310,NA,,246,79,Population
11/17/2006,,bonrip,4E,1989,1990,F,A,1090,NA,Dead in trap,241,79,Population
11/17/2006,,bonrip,6A,1941,1942,F,A,1370,NA,,218,79,Population
11/17/2006,,bonrip,6B,1875,1876,F,A,1710,NA,,188,79,Population
11/17/2006,,bonrip,6D,1510,1515,M,3.25 yrs.,1530,NA,,92,79,Population
11/17/2006,,bonrip,7A,2049,2050,F,A,1440,138,,271,79,Population
11/17/2006,,bonrip,8C,1858,1857,F,A,1600,NA,,181,79,Population
2/20/2007,,bonrip,10C,1510,1515,M,3.5 yrs.,1620,145,,92,80,Population
2/20/2007,,bonrip,1C,2000,2001,F,,1480,142,,246,80,Population
2/20/2007,,bonrip,2A,2006,2007,F,,1620,135,,249,80,Population
2/20/2007,,bonrip,3D,2084,2098,F,,1560,140,,284,80,Population
2/20/2007,,bonrip,4C,1947,1948,F,,1520,138,,221,80,Population
2/20/2007,,bonrip,4D,2002,2003,M,,1560,140,,247,80,Population
2/20/2007,,bonrip,6C,1941,1942,F,,1600,138,,218,80,Population
2/20/2007,,bonrip,7C,1945,1946,F,,1600,136,,220,80,Population
2/20/2007,,bonrip,9C,1975,1976,F,,1580,145,,234,80,Population
2/21/2007,,bonrip,10C,1973,1974,F,,NA,NA,,233,80,Population
2/21/2007,,bonrip,1B,2000,2001,F,,1400,NA,,246,80,Population
2/21/2007,,bonrip,3E,2002,2003,M,,1480,NA,,247,80,Population
2/21/2007,,bonrip,4B,1947,1948,F,,1480,NA,,221,80,Population
2/21/2007,,bonrip,4D,2084,2098,F,,1330,NA,,284,80,Population
2/21/2007,,bonrip,6A,2009,2010,F,,1320,138,,251,80,Population
2/21/2007,,bonrip,6C,1941,1942,F,,1560,NA,,218,80,Population
2/21/2007,,bonrip,8D,2013,2051,F,,1480,150,,253,80,Population
2/21/2007,,bonrip,9A,1510,1515,M,,1560,NA,,92,80,Population
2/21/2007,,bonrip,9C,1975,1976,F,,1520,NA,,234,80,Population
2/22/2007,,bonrip,10A,1973,1974,F,,1500,NA,,233,80,Population
2/22/2007,,bonrip,1B,2014,2015,M,,1280,132,,254,80,Population
2/22/2007,,bonrip,2B,2006,2007,F,,1580,NA,,249,80,Population
2/22/2007,,bonrip,2E,2000,2001,F,,1440,NA,,246,80,Population
2/22/2007,,bonrip,4C,1947,1948,F,,NA,NA,,221,80,Population
2/22/2007,,bonrip,4D,2084,2098,F,,NA,NA,,284,80,Population
2/22/2007,,bonrip,5C,2002,2003,M,,NA,NA,,247,80,Population
2/22/2007,,bonrip,6A,1941,1942,F,,1460,NA,,218,80,Population
2/22/2007,,bonrip,6D,2016,2017,F,,1360,135,,255,80,Population
2/22/2007,,bonrip,7C,1945,1946,F,,NA,NA,,220,80,Population
2/22/2007,,bonrip,8A,1510,1515,M,,1540,NA,,92,80,Population
2/22/2007,,bonrip,9B,1975,1976,F,,NA,NA,,234,80,Population
2/23/2007,,bonrip,,1933,1934,F,,NA,NA,Dead,214,80,Population
2/23/2007,,bonrip,10A,1975,1976,F,,1430,NA,,234,80,Population
2/23/2007,,bonrip,10B,1973,1974,F,,1530,NA,,233,80,Population
2/23/2007,,bonrip,1C,2000,2001,F,,1380,NA,,246,80,Population
2/23/2007,,bonrip,2E,2006,2007,F,,1460,NA,,249,80,Population
2/23/2007,,bonrip,4C,1947,1948,F,,1380,NA,,221,80,Population
2/23/2007,,bonrip,4D,2012,2054,F,,1300,130,,252,80,Population
2/23/2007,,bonrip,4E,2084,2098,F,,1340,NA,,284,80,Population
2/23/2007,,bonrip,5C,2002,2003,M,,1400,NA,,247,80,Population
2/23/2007,,bonrip,6A,1941,1942,F,,1430,NA,,218,80,Population
2/23/2007,,bonrip,7A,2059,2062,F,,1480,143,,274,80,Population
2/23/2007,,bonrip,7C,1945,1946,F,,1530,NA,,220,80,Population
2/23/2007,,bonrip,8A,1510,1515,M,,1540,NA,,92,80,Population
2/23/2007,,bonrip,9B,2018,2019,F,,1560,143,,256,80,Population
6/17/2007,,bonrip,10E,1973,1974,F,A,1800,NA,non-pregnant,233,81,Population
6/17/2007,,bonrip,8D,1975,1976,F,A,1520,140,pregnant (2 peanut sized babies),234,81,Population
6/18/2007,,bonrip,4E,2000,2001,F,A,1780,138,non-pregnant,246,81,Population
6/18/2007,,bonrip,5A,2008,2011,F,J,460,90,non-pregnant,250,81,Population
6/18/2007,,bonrip,6E,2020,2021,F,A,1660,134,non-pregnant,257,81,Population
6/19/2007,,bonrip,10A,1975,1976,F,A,1420,NA,pregnant,234,81,Population
6/19/2007,,bonrip,10C,1973,1974,F,A,1780,NA,non-pregnant,233,81,Population
6/19/2007,,bonrip,8A,2022,2023,M,J,350,84,,258,81,Population
6/19/2007,,bonrip,9B,2008,2011,F,J,490,91,non-pregnant,250,81,Population
6/20/2007,,bonrip,3C,2000,2001,F,A,1980,NA,non-pregnant,246,81,Population
6/20/2007,,bonrip,4C,1973,1974,F,,NA,NA,non-pregnant,233,81,Population
6/20/2007,,bonrip,5A,2020,2021,F,A,1740,NA,non-pregnant,257,81,Population
6/20/2007,,bonrip,8A,2024,2025,F,J,390,82,,259,81,Population
6/21/2007,,bonrip,10A,2024,2025,F,J,400,NA,,259,81,Population
6/21/2007,,bonrip,10B,1975,1976,F,A,1400,NA,pregnant,234,81,Population
6/21/2007,,bonrip,4B,2026,2027,F,A,1270,135,pregnant (2 peanut sized babies),260,81,Population
6/21/2007,,bonrip,6A,2020,2021,F,A,1740,NA,,257,81,Population
6/21/2007,,bonrip,7A,2000,2001,F,A,1560,NA,,246,81,Population
6/21/2007,,bonrip,8A,2028,2029,F,A,1180,135,pregnant (2 peanut sized babies),261,81,Population
8/21/2007,,bonrip,10B,2057,2058,F,,1520,139,,273,82,Population
8/21/2007,,bonrip,1A,2030,2065,F,,1040,115,,262,82,Population
8/21/2007,,bonrip,1C,2032,2033,F,,1100,125,,263,82,Population
8/21/2007,,bonrip,1D,2000,2001,F,,1660,140,,246,82,Population
8/21/2007,,bonrip,3A,2020,2021,F,,1700,130,pregnant,257,82,Population
8/21/2007,,bonrip,4B,1941,1942,F,,1760,135,pregnant,218,82,Population
8/21/2007,,bonrip,4D,2034,2035,F,,1220,125,,264,82,Population
8/21/2007,,bonrip,5B,2036,2037,F,,1480,138,non-pregnant,265,82,Population
8/21/2007,,bonrip,6A,2044,2045,F,,1160,121,,269,82,Population
8/21/2007,,bonrip,6B,2042,2043,F,,1060,108,,268,82,Population
8/21/2007,,bonrip,6D,2040,2041,F,,920,103,,267,82,Population
8/21/2007,,bonrip,6E,2038,2039,F,,1020,126,,266,82,Population
8/21/2007,,bonrip,7B,2046,2047,F,,920,116,,949,82,Population
8/21/2007,,bonrip,8C,2048,2052,M,,1320,135,,270,82,Population
8/21/2007,,bonrip,8D,1973,1974,F,,1760,135,non-pregnant,233,82,Population
8/21/2007,,bonrip,9A,2055,2056,F,,1060,139,,272,82,Population
8/22/2007,,bonrip,10A,2081,2082,F,,1260,126,,283,82,Population
8/22/2007,,bonrip,10C,2057,2058,F,,1570,NA,,273,82,Population
8/22/2007,,bonrip,1C,2000,2001,F,,NA,NA,pregnant,246,82,Population
8/22/2007,,bonrip,1E,1923,1924,M,,1400,109,,209,82,Population
8/22/2007,,bonrip,2A,2030,2065,F,,1060,NA,,262,82,Population
8/22/2007,,bonrip,2B,2063,2064,F,,1260,125,,275,82,Population
8/22/2007,,bonrip,2C,2032,2033,F,,1060,NA,,263,82,Population
8/22/2007,,bonrip,3B,2020,2021,F,,1720,NA,,257,82,Population
8/22/2007,,bonrip,3C,2094,2096,M,,1420,NA,,290,82,Population
8/22/2007,,bonrip,4A,2036,2037,F,,1500,NA,,265,82,Population
8/22/2007,,bonrip,4B,2067,2068,?,,420,85,,276,82,Population
8/22/2007,,bonrip,5A,2040,2041,F,,920,NA,,267,82,Population
8/22/2007,,bonrip,5B,1941,1942,F,,1700,NA,,218,82,Population
8/22/2007,,bonrip,6A,2075,2076,M,,1020,115,,280,82,Population
8/22/2007,,bonrip,6B,2073,2074,M,,1490,139,,279,82,Population
