date,time,grid,trap,l_ear,r_ear,sex,age,weight,hindft,notes,b_key,session_id,study
11/26/1998,,bonrip,1A,414D096A08,,,,1370,160,,917,51,Population
11/26/1998,,bonrip,2C,414D320671,,M,,1430,NA,,936,51,Population
11/26/1998,,bonrip,2D,414D103E3A,,M,,1430,NA,,921,51,Population
11/26/1998,,bonrip,2E,414D262D43,,,,1490,135,,931,51,Population
11/26/1998,,bonrip,3B,414D2B4B58,,,,1710,150,,933,51,Population
11/26/1998,,bonrip,3D,414D193011,,F,,1890,145,,926,51,Population
11/26/1998,,bonrip,4A,414D0F5B3D,,,,2170,140,,920,51,Population
11/26/1998,,bonrip,4B,414D12350C,,,,2170,NA,,923,51,Population
11/26/1998,,bonrip,4C,414D197C34,,M,,1510,134,,927,51,Population
11/26/1998,,bonrip,4E,414D1D0559,,M,,1590,NA,,928,51,Population
11/26/1998,,bonrip,5A,414D1E3557,,,,1830,NA,,929,51,Population
11/26/1998,,bonrip,5C,414D0E236B,,M,,1710,NA,,919,51,Population
11/26/1998,,bonrip,5D,414D310E44,,,,1780,NA,,935,51,Population
11/26/1998,,bonrip,5E,414D2E6226,,F,,1730,135,,934,51,Population
11/27/1998,,bonrip,10C,410912535D,,M,,1670,145,,881,51,Population
11/27/1998,,bonrip,1C,414D182B2A,,F,,1990,NA,,925,51,Population
11/27/1998,,bonrip,1E,414D363F65,,M,,1870,NA,,937,51,Population
11/27/1998,,bonrip,2A,414D171B7F,,F,,1650,145,,924,51,Population
11/27/1998,,bonrip,2B,414D320671,,M,,NA,NA,,936,51,Population
11/27/1998,,bonrip,2C,414D231059,,M,,1670,NA,,930,51,Population
11/27/1998,,bonrip,2E,414D0B2C38,,F,,1830,125,,918,51,Population
11/27/1998,,bonrip,3B,414D2A247D,,M,,NA,NA,,932,51,Population
11/27/1998,,bonrip,3C,414D114458,,M,,NA,134,,922,51,Population
11/27/1998,,bonrip,3E,414D193011,,F,,NA,133,,926,51,Population
11/27/1998,,bonrip,4B,410916792D,,F,,NA,NA,,884,51,Population
11/27/1998,,bonrip,4C,4109156D37,,F,,1670,NA,,883,51,Population
11/27/1998,,bonrip,4E,414D2E6226,,F,,NA,NA,,934,51,Population
11/27/1998,,bonrip,5B,4109285A73,,F,,1770,145,,894,51,Population
11/27/1998,,bonrip,5C,41090F5E01,,M,,1690,NA,,878,51,Population
11/27/1998,,bonrip,6A,41093A0623,,F,,NA,NA,,900,51,Population
11/27/1998,,bonrip,6B,4109350E4D,,F,,1640,137,,899,51,Population
11/27/1998,,bonrip,6C,4109264B12,,M,,1750,130,,891,51,Population
11/27/1998,,bonrip,7B,4109297F5D,,F,,NA,NA,,895,51,Population
11/27/1998,,bonrip,7C,41091A5978,,M,,1690,146,,886,51,Population
11/27/1998,,bonrip,7E,4109276054,,M,,1720,NA,,892,51,Population
11/27/1998,,bonrip,8A,4109343929,,M,,1510,NA,,898,51,Population
11/27/1998,,bonrip,8B,41091C6706,,F,,NA,NA,,887,51,Population
11/27/1998,,bonrip,8E,41092A5A14,,M,,1620,NA,,896,51,Population
11/27/1998,,bonrip,9A,4109101C08,,F,,1790,145,,880,51,Population
11/27/1998,,bonrip,9D,4109257C11,,M,,1770,NA,,890,51,Population
11/28/1998,,bonrip,1C,4109250570,,M,,1870,NA,,888,51,Population
11/28/1998,,bonrip,1D,414D103E3A,,M,,1370,NA,,921,51,Population
11/28/1998,,bonrip,1E,414D0B2C38,,F,,NA,130,,918,51,Population
11/28/1998,,bonrip,2B,414D1E3557,,F,,1670,NA,,929,51,Population
11/28/1998,,bonrip,2C,4109152F7A,,F,,1470,NA,,882,51,Population
11/28/1998,,bonrip,3D,414D197C34,,M,,NA,NA,,927,51,Population
11/28/1998,,bonrip,3E,414D1D0559,,M,,NA,153,,928,51,Population
11/28/1998,,bonrip,4B,414D2E6226,,F,,NA,150,,934,51,Population
11/28/1998,,bonrip,5A,4109187F32,,F,,1770,120,,885,51,Population
11/28/1998,,bonrip,5D,414D0E236B,,M,,NA,NA,,919,51,Population
11/28/1998,,bonrip,6A,41090F6220,,M,,1770,90,,879,51,Population
11/28/1998,,bonrip,6B,4109285A73,,F,,NA,85,,894,51,Population
11/28/1998,,bonrip,6E,4109282708,,F,,1770,NA,,893,51,Population
11/28/1998,,bonrip,7C,41091C6706,,F,,NA,89,,887,51,Population
11/28/1998,,bonrip,7D,4109276054,,M,,NA,98,,892,51,Population
11/28/1998,,bonrip,8A,4109253D4B,,F,,1670,95,,889,51,Population
11/28/1998,,bonrip,8C,4109297F5D,,F,,NA,99,,895,51,Population
11/28/1998,,bonrip,8D,41092A5A14,,M,,NA,84,,896,51,Population
11/28/1998,,bonrip,9A,4109343929,,M,,NA,94,,898,51,Population
11/28/1998,,bonrip,9B,4109314D2F,,F,,1720,96,,897,51,Population
3/14/1999,,bonrip,1A,4109282708,,F,,1640,101,,893,52,Population
3/14/1999,,bonrip,1C,413A0E011F,,F,,1670,80,,904,52,Population
3/14/1999,,bonrip,1D,413A051820,,F,,1480,95,,903,52,Population
3/14/1999,,bonrip,3A,413A3C760A,,F,,1940,137,,908,52,Population
3/14/1999,,bonrip,3E,413A366D15,,F,,1400,147,,906,52,Population
3/14/1999,,bonrip,4C,41090F5E01,,M,,1450,92,,878,52,Population
3/14/1999,,bonrip,6B,413A0F6448,,F,,1780,96,,905,52,Population
3/14/1999,,bonrip,6C,4109264B12,,M,,1860,84,,891,52,Population
3/14/1999,,bonrip,9A,4109257C11,,M,,1580,95,,890,52,Population
3/14/1999,,bonrip,9B,4142314A62,,F,,1480,130,,913,52,Population
3/15/1999,,bonrip,10B,4142314A62,,F,,1500,139,,913,52,Population
3/15/1999,,bonrip,1B,413A0E011F,,F,,1760,NA,,904,52,Population
3/15/1999,,bonrip,1C,4139741776,,M,,1560,102,,901,52,Population
3/15/1999,,bonrip,1E,413A051820,,F,,NA,96,,903,52,Population
3/15/1999,,bonrip,5B,413A0F6448,,F,,1580,141,,905,52,Population
3/15/1999,,bonrip,6A,41093A0623,,F,,1600,95,,900,52,Population
3/15/1999,,bonrip,6C,41090F5E01,,M,,1420,90,,878,52,Population
3/15/1999,,bonrip,7A,413A4A1E47,,M,,1660,138,,909,52,Population
3/15/1999,,bonrip,7C,4109264B12,,M,,1510,85,,891,52,Population
3/15/1999,,bonrip,9A,4109257C11,,M,,NA,94,,890,52,Population
3/15/1999,,bonrip,9B,4109253D4B,,F,,1820,105,,889,52,Population
3/15/1999,,bonrip,9E,41092A5A14,,M,,1580,88,,896,52,Population
3/16/1999,,bonrip,10C,4142314A62,,F,,NA,132,,913,52,Population
3/16/1999,,bonrip,1B,414D182B2A,,F,,1700,NA,,925,52,Population
3/16/1999,,bonrip,1C,413A3C426D,,F,,1300,133,,907,52,Population
3/16/1999,,bonrip,3B,41090F5E01,,M,,1200,108,,878,52,Population
3/16/1999,,bonrip,3E,413A366D15,,F,,1350,138,,906,52,Population
3/16/1999,,bonrip,5A,41093A0623,,F,,NA,79,,900,52,Population
3/16/1999,,bonrip,6C,4109264B12,,M,,NA,88,,891,52,Population
3/16/1999,,bonrip,7A,4139785059,,F,,1300,NA,,902,52,Population
3/16/1999,,bonrip,7B,413A4A1E47,,M,,NA,137,,909,52,Population
3/16/1999,,bonrip,7C,41090F6220,,M,,1300,82,,879,52,Population
3/16/1999,,bonrip,7E,41092A5A14,,M,,NA,102,,896,52,Population
3/16/1999,,bonrip,8A,4109253D4B,,F,,NA,98,,889,52,Population
3/17/1999,,bonrip,1B,413A3C426D,,F,,NA,135,,907,52,Population
3/17/1999,,bonrip,1C,413A0E011F,,F,,1720,95,,904,52,Population
3/17/1999,,bonrip,2B,4109282708,,F,,1780,85,,893,52,Population
3/17/1999,,bonrip,3B,41423B0C05,,F,,1780,138,,914,52,Population
3/17/1999,,bonrip,3D,413A366D15,,F,,1380,142,,906,52,Population
3/17/1999,,bonrip,4C,41090F5E01,,M,,1320,143,,878,52,Population
3/17/1999,,bonrip,5B,41093A0623,,F,,1470,139,,900,52,Population
3/17/1999,,bonrip,5E,414249393C,,F,,1800,135,,915,52,Population
3/17/1999,,bonrip,6C,4109264B12,,M,,NA,NA,,891,52,Population
3/17/1999,,bonrip,7B,413A4A1E47,,M,,NA,136,,909,52,Population
3/17/1999,,bonrip,7E,41090F6220,,M,,NA,85,,879,52,Population
3/17/1999,,bonrip,8A,4109253D4B,,F,,1375,138,,889,52,Population
3/17/1999,,bonrip,9A,4142314A62,,F,,NA,115,,913,52,Population
3/17/1999,,bonrip,9D,41092A5A14,,M,,NA,133,,896,52,Population
6/23/1999,,bonrip,2C,68,69,M,J,395,126,,643,53,Population
6/23/1999,,bonrip,2E,70,71,F,J,420,137,,653,53,Population
6/23/1999,,bonrip,3D,72,73,M,J,445,144,,944,53,Population
6/23/1999,,bonrip,4B,76,77,M,J,410,115,,663,53,Population
6/23/1999,,bonrip,4C,78,79,M,J,430,132,,670,53,Population
6/23/1999,,bonrip,4C,74,75,M,J,520,139,,661,53,Population
6/23/1999,,bonrip,4D,74,75,M,J,435,124,,661,53,Population
6/24/1999,,bonrip,2B,80,81,M,J,545,126,,675,53,Population
6/24/1999,,bonrip,3A,94,95,M,J,425,120,,718,53,Population
6/24/1999,,bonrip,3C,78,79,M,J,425,139,,670,53,Population
6/24/1999,,bonrip,3E,82,83,F,J,480,87,,685,53,Population
6/24/1999,,bonrip,5D,84,85,F,J,530,126,,696,53,Population
6/24/1999,,bonrip,8D,96,97,F,J,355,118,,719,53,Population
6/24/1999,,bonrip,9A,98,99,M,J,590,128,,720,53,Population
6/25/1999,,bonrip,10A,114,115,M,J,425,127,,45,53,Population
6/25/1999,,bonrip,2B,78,79,M,J,425,123,,670,53,Population
6/25/1999,,bonrip,3A,108,109,M,J,400,120,,35,53,Population
6/25/1999,,bonrip,5D,110,111,M,J,395,126,,41,53,Population
6/25/1999,,bonrip,6D,84,85,F,J,NA,123,,696,53,Population
6/25/1999,,bonrip,7B,112,113,M,J,660,120,,43,53,Population
8/24/1999,,bonrip,10C,524,525,F,A,1170,140,,563,54,Population
8/24/1999,,bonrip,2A,503,504,M,A,1180,138,,553,54,Population
8/24/1999,,bonrip,2B,501,502,M,A,1310,148,,552,54,Population
8/24/1999,,bonrip,2E,98,99,M,J,1380,123,,720,54,Population
8/24/1999,,bonrip,3C,78,79,F,J,1090,NA,,670,54,Population
8/24/1999,,bonrip,3D,72,505,M,J,1400,145,,945,54,Population
8/24/1999,,bonrip,3E,507,506,M,J,930,125,,554,54,Population
8/24/1999,,bonrip,4A,417,418,F,A,1180,138,,514,54,Population
8/24/1999,,bonrip,4D,508,509,F,A,1000,139,,555,54,Population
8/24/1999,,bonrip,4E,110,111,M,J,1180,136,,41,54,Population
8/24/1999,,bonrip,5A,419,420,M,J,1040,139,,515,54,Population
8/24/1999,,bonrip,5B,421,422,M,J,910,126,,516,54,Population
8/24/1999,,bonrip,5D,510,511,F,A,1750,122,,556,54,Population
8/24/1999,,bonrip,6B,423,424,F,A,1350,114,,517,54,Population
8/24/1999,,bonrip,6D,512,513,F,A,1060,140,,557,54,Population
8/24/1999,,bonrip,7B,425,426,M,A,1190,115,,518,54,Population
8/24/1999,,bonrip,7C,518,519,F,A,1040,140,,560,54,Population
8/24/1999,,bonrip,7D,514,515,M,A,1010,135,,558,54,Population
8/24/1999,,bonrip,7E,516,517,M,J,990,NA,,559,54,Population
8/24/1999,,bonrip,8B,427,428,F,J,1020,123,,519,54,Population
8/24/1999,,bonrip,8C,520,521,M,A,1140,134,,561,54,Population
8/24/1999,,bonrip,8E,431,432,F,A,1290,108,,521,54,Population
8/24/1999,,bonrip,8E,522,523,F,A,1810,NA,,562,54,Population
8/24/1999,,bonrip,9C,429,430,F,A,1510,109,,520,54,Population
8/25/1999,,bonrip,10C,538,539,F,J,1090,130,,571,54,Population
8/25/1999,,bonrip,1A,443,444,M,A,1180,125,,527,54,Population
8/25/1999,,bonrip,1A,433,434,F,A,1050,127,,522,54,Population
8/25/1999,,bonrip,1B,415,476,F,A,1900,140,,973,54,Population
8/25/1999,,bonrip,1E,435,436,M,A,1860,120,,523,54,Population
8/25/1999,,bonrip,2B,473,474,M,A,1200,120,,540,54,Population
8/25/1999,,bonrip,2B,443,444,M,A,1160,127,,527,54,Population
8/25/1999,,bonrip,2C,441,442,M,A,1060,124,,526,54,Population
8/25/1999,,bonrip,2D,439,440,F,A,1060,125,,525,54,Population
8/25/1999,,bonrip,2E,98,99,M,J,1390,123,,720,54,Population
8/25/1999,,bonrip,2E,501,502,M,A,1320,127,,552,54,Population
8/25/1999,,bonrip,3A,108,109,M,J,1160,125,,35,54,Population
8/25/1999,,bonrip,3D,72,505,M,J,1350,140,,945,54,Population
8/25/1999,,bonrip,3D,110,111,M,J,1160,132,,41,54,Population
8/25/1999,,bonrip,3E,437,438,F,A,1840,120,,524,54,Population
8/25/1999,,bonrip,4A,445,446,M,A,1080,134,,528,54,Population
8/25/1999,,bonrip,4D,471,472,F,A,1080,120,,942,54,Population
8/25/1999,,bonrip,4E,72,505,M,J,1320,115,,945,54,Population
8/25/1999,,bonrip,5B,508,509,F,A,1130,149,,555,54,Population
8/25/1999,,bonrip,5B,448,449,F,J,960,127,,529,54,Population
8/25/1999,,bonrip,5D,450,451,F,J,960,129,,530,54,Population
8/25/1999,,bonrip,5D,470,,?,A,1130,141,No right ear tag,946,54,Population
8/25/1999,,bonrip,5E,110,111,M,J,1230,120,,41,54,Population
8/25/1999,,bonrip,5E,452,453,F,J,960,142,,531,54,Population
8/25/1999,,bonrip,6C,458,459,F,A,1950,135,,534,54,Population
8/25/1999,,bonrip,6D,468,469,M,A,1470,129,,539,54,Population
8/25/1999,,bonrip,6D,456,457,F,A,1150,117,,533,54,Population
8/25/1999,,bonrip,7B,427,428,F,A,1110,121,,519,54,Population
8/25/1999,,bonrip,7B,544,545,F,A,1330,133,,574,54,Population
8/25/1999,,bonrip,7C,542,543,M,A,1290,140,,573,54,Population
8/25/1999,,bonrip,7D,454,455,M,A,1210,122,,532,54,Population
8/25/1999,,bonrip,8A,460,461,M,J,910,141,,535,54,Population
8/25/1999,,bonrip,8B,462,463,M,A,1380,136,,536,54,Population
8/25/1999,,bonrip,8C,520,521,M,A,1200,142,,561,54,Population
8/25/1999,,bonrip,8C,520,521,M,A,1100,138,,561,54,Population
8/25/1999,,bonrip,8D,425,426,M,A,1210,123,,518,54,Population
8/25/1999,,bonrip,8D,425,426,M,A,1170,116,,518,54,Population
8/25/1999,,bonrip,8E,540,541,M,A,1780,138,,572,54,Population
8/25/1999,,bonrip,8E,466,467,M,A,1060,144,,538,54,Population
8/25/1999,,bonrip,9B,114,115,M,J,1410,NA,,45,54,Population
8/26/1999,,bonrip,10C,114,115,M,J,1410,140,,45,54,Population
8/26/1999,,bonrip,10C,538,539,F,A,1050,NA,,571,54,Population
8/26/1999,,bonrip,1A,546,547,F,A,1220,NA,,575,54,Population
8/26/1999,,bonrip,1C,501,502,M,A,1420,126,,552,54,Population
8/26/1999,,bonrip,1C,566,567,M,A,1360,NA,,585,54,Population
8/26/1999,,bonrip,1E,548,549,M,A,1510,139,,576,54,Population
8/26/1999,,bonrip,2A,554,555,F,A,1580,143,,579,54,Population
8/26/1999,,bonrip,2B,439,440,F,,980,111,,525,54,Population
8/26/1999,,bonrip,2C,552,553,M,A,1490,NA,,578,54,Population
8/26/1999,,bonrip,2D,78,79,F,J,1080,115,,670,54,Population
8/26/1999,,bonrip,2E,501,502,M,A,1460,123,,552,54,Population
8/26/1999,,bonrip,2E,550,551,M,J,900,140,,577,54,Population
8/26/1999,,bonrip,3B,556,557,F,A,1120,145,,580,54,Population
8/26/1999,,bonrip,3C,558,559,M,A,1720,141,,581,54,Population
8/26/1999,,bonrip,3D,72,505,M,J,1320,139,,945,54,Population
8/26/1999,,bonrip,3E,72,505,M,J,1280,149,,945,54,Population
8/26/1999,,bonrip,4A,491,,F,A,2090,139,No right ear tag,943,54,Population
8/26/1999,,bonrip,4B,563,562,F,A,1480,NA,,583,54,Population
8/26/1999,,bonrip,4D,560,561,F,A,1530,135,,582,54,Population
8/26/1999,,bonrip,5A,458,459,F,A,2060,135,,534,54,Population
8/26/1999,,bonrip,5A,458,459,F,A,1930,NA,,534,54,Population
8/26/1999,,bonrip,5B,603,604,M,A,1710,138,,604,54,Population
8/26/1999,,bonrip,5C,564,565,F,A,1530,138,,584,54,Population
8/26/1999,,bonrip,5E,450,451,F,J,990,133,,530,54,Population
8/26/1999,,bonrip,6A,499,500,F,J,710,131,,551,54,Population
8/26/1999,,bonrip,6C,96,97,F,J,1620,122,,719,54,Population
8/26/1999,,bonrip,6D,512,513,F,A,1150,135,,557,54,Population
8/26/1999,,bonrip,7A,601,602,M,J,1070,135,,603,54,Population
8/26/1999,,bonrip,7A,497,498,M,A,1110,139,,550,54,Population
8/26/1999,,bonrip,7D,495,496,M,A,1230,134,,549,54,Population
8/26/1999,,bonrip,7E,514,515,M,J,940,123,,558,54,Population
8/26/1999,,bonrip,8D,516,517,M,A,1170,142,,559,54,Population
8/26/1999,,bonrip,9A,493,494,F,A,1200,119,,548,54,Population
8/26/1999,,bonrip,9C,429,430,F,A,1430,112,,520,54,Population
8/27/1999,,bonrip,10A,615,616,F,A,1100,135,,610,54,Population
8/27/1999,,bonrip,10B,619,620,M,A,1110,145,,612,54,Population
8/27/1999,,bonrip,10B,617,618,F,J,1080,135,,611,54,Population
8/27/1999,,bonrip,10B,627,628,F,A,2200,151,,616,54,Population
8/27/1999,,bonrip,10D,538,539,F,A,1180,133,,571,54,Population
8/27/1999,,bonrip,1C,578,579,M,A,1680,140,,591,54,Population
8/27/1999,,bonrip,2E,452,453,F,J,1000,137,,531,54,Population
8/27/1999,,bonrip,3A,108,109,M,J,1030,150,,35,54,Population
8/27/1999,,bonrip,3C,584,585,M,J,1030,142,,594,54,Population
8/27/1999,,bonrip,3D,582,583,M,J,1000,NA,,593,54,Population
8/27/1999,,bonrip,3E,580,581,M,J,1060,139,,592,54,Population
8/27/1999,,bonrip,4B,508,509,F,J,1080,117,,555,54,Population
8/27/1999,,bonrip,4B,586,587,M,A,1650,NA,,595,54,Population
8/27/1999,,bonrip,4C,471,472,F,A,1220,121,,942,54,Population
8/27/1999,,bonrip,4D,508,509,F,J,1020,142,,555,54,Population
8/27/1999,,bonrip,4E,72,505,M,J,1290,117,,945,54,Population
8/27/1999,,bonrip,5A,588,589,M,J,980,149,,596,54,Population
8/27/1999,,bonrip,5B,458,459,F,,NA,139,,534,54,Population
8/27/1999,,bonrip,5C,450,451,F,J,1010,134,,530,54,Population
8/27/1999,,bonrip,5C,445,446,M,J,1060,126,,528,54,Population
8/27/1999,,bonrip,5D,445,446,M,A,1140,136,,528,54,Population
8/27/1999,,bonrip,5D,564,565,F,A,1380,137,,584,54,Population
8/27/1999,,bonrip,5D,563,562,F,A,1370,133,,583,54,Population
8/27/1999,,bonrip,5E,452,453,F,J,1040,132,,531,54,Population
8/27/1999,,bonrip,6D,590,591,M,A,1350,NA,,597,54,Population
8/27/1999,,bonrip,7A,462,463,M,A,1400,135,,536,54,Population
8/27/1999,,bonrip,7A,625,626,M,J,1000,149,,615,54,Population
8/27/1999,,bonrip,7B,427,428,F,J,1070,124,,519,54,Population
8/27/1999,,bonrip,7B,427,428,F,A,1130,123,,519,54,Population
8/27/1999,,bonrip,7C,454,455,M,A,1170,146,,532,54,Population
8/27/1999,,bonrip,7D,542,543,M,A,1420,133,,573,54,Population
8/27/1999,,bonrip,7E,516,517,M,A,1140,140,,559,54,Population
8/27/1999,,bonrip,7E,431,432,F,A,1340,122,,521,54,Population
8/27/1999,,bonrip,8B,462,463,M,A,1350,136,,536,54,Population
8/27/1999,,bonrip,8C,516,517,M,A,1100,145,,559,54,Population
8/27/1999,,bonrip,8D,623,624,M,A,1700,NA,,614,54,Population
8/27/1999,,bonrip,8E,522,523,F,A,1920,142,,562,54,Population
8/27/1999,,bonrip,8E,522,523,F,A,1780,147,,562,54,Population
8/27/1999,,bonrip,9B,621,622,M,A,1360,146,,613,54,Population
8/27/1999,,bonrip,9D,520,521,M,A,1280,NA,,561,54,Population
8/28/1999,,bonrip,10A,114,115,M,J,1470,110,,45,54,Population
8/28/1999,,bonrip,10B,592,593,M,A,1540,130,,598,54,Population
8/28/1999,,bonrip,10C,594,595,M,A,1450,134,,599,54,Population
8/28/1999,,bonrip,1C,629,630,M,J,1070,150,,618,54,Population
8/28/1999,,bonrip,1E,524,525,F,A,1160,NA,,563,54,Population
8/28/1999,,bonrip,2A,633,634,F,A,1460,NA,,620,54,Population
8/28/1999,,bonrip,2B,439,440,F,J,910,118,,525,54,Population
8/28/1999,,bonrip,2C,473,474,M,A,1110,119,,540,54,Population
8/28/1999,,bonrip,2D,584,585,M,A,1100,138,,594,54,Population
8/28/1999,,bonrip,2E,631,632,F,A,1570,129,,619,54,Population
8/28/1999,,bonrip,3B,558,559,M,A,1570,NA,,581,54,Population
8/28/1999,,bonrip,3C,68,69,M,J,1510,NA,,643,54,Population
8/28/1999,,bonrip,3D,72,505,M,J,1210,140,,945,54,Population
8/28/1999,,bonrip,3E,78,79,F,J,1040,140,,670,54,Population
8/28/1999,,bonrip,4A,635,636,F,J,1090,150,,621,54,Population
8/28/1999,,bonrip,4B,450,451,F,J,890,130,,530,54,Population
8/28/1999,,bonrip,4C,563,562,F,A,1300,134,,583,54,Population
8/28/1999,,bonrip,4D,508,509,F,A,1140,132,,555,54,Population
8/28/1999,,bonrip,5A,458,459,F,A,1920,124,,534,54,Population
8/28/1999,,bonrip,5B,637,638,F,J,1070,149,,622,54,Population
8/28/1999,,bonrip,5C,445,446,M,J,1040,NA,,528,54,Population
8/28/1999,,bonrip,5D,452,453,F,A,1110,NA,,531,54,Population
8/28/1999,,bonrip,6A,499,500,F,,NA,135,,551,54,Population
8/28/1999,,bonrip,6A,652,653,M,A,1250,147,,629,54,Population
8/28/1999,,bonrip,6B,423,424,F,A,1350,119,,517,54,Population
8/28/1999,,bonrip,6D,512,513,F,J,1080,123,,557,54,Population
8/28/1999,,bonrip,7A,427,428,F,A,1110,140,,519,54,Population
8/28/1999,,bonrip,7B,600,651,M,A,1160,141,,602,54,Population
8/28/1999,,bonrip,7C,514,515,M,J,910,120,,558,54,Population
8/28/1999,,bonrip,8B,598,599,F,A,1140,138,,601,54,Population
8/28/1999,,bonrip,8E,516,517,M,J,1070,136,,559,54,Population
8/28/1999,,bonrip,9A,596,597,M,A,1270,NA,,600,54,Population
8/28/1999,,bonrip,9B,466,467,M,J,1050,140,,538,54,Population
8/28/1999,,bonrip,9C,520,521,M,A,1130,NA,,561,54,Population
11/12/1999,,bonrip,2B,649,648,F,,1800,146,,628,55,Population
11/12/1999,,bonrip,2E,98,99,M,J,1650,140,,720,55,Population
11/12/1999,,bonrip,3C,558,559,M,,1900,142,,581,55,Population
11/12/1999,,bonrip,4D,586,587,M,,1670,139,,595,55,Population
11/12/1999,,bonrip,5A,419,420,M,,1460,135,,515,55,Population
11/12/1999,,bonrip,6B,647,650,M,,1820,145,,627,55,Population
11/12/1999,,bonrip,9A,594,595,M,,1760,144,,599,55,Population
11/13/1999,,bonrip,10B,667,666,M,,1710,145,,637,55,Population
11/13/1999,,bonrip,10C,114,115,M,J,1580,144,,45,55,Population
11/13/1999,,bonrip,2E,663,662,M,,1760,139,,635,55,Population
11/13/1999,,bonrip,3E,471,472,F,,1320,137,,942,55,Population
11/13/1999,,bonrip,4D,679,678,M,,1600,147,,642,55,Population
11/13/1999,,bonrip,5A,458,459,F,,2260,155,,534,55,Population
11/13/1999,,bonrip,6A,647,650,M,,1700,NA,,627,55,Population
11/13/1999,,bonrip,7C,677,676,F,,1700,152,,640,55,Population
11/13/1999,,bonrip,8B,462,463,M,,1640,145,,536,55,Population
11/13/1999,,bonrip,9A,617,618,F,J,NA,143,,611,55,Population
11/13/1999,,bonrip,9E,664,665,M,,1690,149,,636,55,Population
11/14/1999,,bonrip,10A,617,618,F,J,700,138,,611,55,Population
11/14/1999,,bonrip,10D,520,521,M,,750,142,,561,55,Population
11/14/1999,,bonrip,10E,714,715,M,,760,143,,654,55,Population
11/14/1999,,bonrip,2A,554,555,F,,1800,144,,579,55,Population
11/14/1999,,bonrip,2B,471,472,F,,1240,138,,942,55,Population
11/14/1999,,bonrip,2C,681,680,F,,1600,136,,644,55,Population
11/14/1999,,bonrip,3C,452,453,F,J,595,123,,531,55,Population
11/14/1999,,bonrip,3D,558,559,M,,1920,144,,581,55,Population
11/14/1999,,bonrip,3E,82,83,F,J,700,144,,685,55,Population
11/14/1999,,bonrip,4A,586,587,M,,1550,NA,,595,55,Population
11/14/1999,,bonrip,4B,668,669,F,,1080,140,,638,55,Population
11/14/1999,,bonrip,4C,679,678,M,,1520,142,,642,55,Population
11/14/1999,,bonrip,5D,458,459,F,,2000,154,,534,55,Population
11/14/1999,,bonrip,7B,462,463,M,,1590,141,,536,55,Population
11/14/1999,,bonrip,7C,623,624,M,,1780,149,,614,55,Population
11/14/1999,,bonrip,8B,647,650,M,,1680,145,,627,55,Population
11/14/1999,,bonrip,9A,677,676,F,,1080,152,,640,55,Population
11/14/1999,,bonrip,9B,594,595,M,,1680,147,,599,55,Population
11/14/1999,,bonrip,9C,544,545,F,,1660,150,,574,55,Population
11/14/1999,,bonrip,9D,466,467,M,,1460,143,,538,55,Population
11/15/1999,,bonrip,10A,594,595,M,,1600,146,,599,55,Population
11/15/1999,,bonrip,10B,627,628,F,,2070,147,,616,55,Population
11/15/1999,,bonrip,10D,114,115,M,,1520,142,,45,55,Population
11/15/1999,,bonrip,10E,520,521,M,,1490,146,,561,55,Population
11/15/1999,,bonrip,2A,586,587,M,,1485,135,,595,55,Population
11/15/1999,,bonrip,2B,649,648,F,,1780,143,,628,55,Population
11/15/1999,,bonrip,2C,663,662,M,,1670,143,,635,55,Population
11/15/1999,,bonrip,2E,98,99,M,,1500,139,,720,55,Population
11/15/1999,,bonrip,3D,441,442,M,,1310,139,,526,55,Population
11/15/1999,,bonrip,4A,686,687,F,,1740,127,,647,55,Population
11/15/1999,,bonrip,4E,471,472,F,,1120,138,,942,55,Population
11/15/1999,,bonrip,5A,682,683,M,,1350,135,,645,55,Population
11/15/1999,,bonrip,5B,684,685,F,,1560,144,,646,55,Population
11/15/1999,,bonrip,7B,623,624,M,,1770,149,,614,55,Population
11/15/1999,,bonrip,7C,647,650,M,,1640,148,,627,55,Population
11/15/1999,,bonrip,8C,544,545,F,,1550,150,,574,55,Population
11/15/1999,,bonrip,9A,617,618,F,J,1350,140,,611,55,Population
11/15/1999,,bonrip,9D,664,665,M,,790,150,,636,55,Population
6/8/2000,,bonrip,2D,729,730,M,A,1230,140,,655,56,Population
6/8/2000,,bonrip,5D,96,97,F,a 1 yr.,940,142,,719,56,Population
6/9/2000,,bonrip,1B,732,731,M,A,1290,131,,656,56,Population
6/9/2000,,bonrip,1C,443,444,M,a 3/4 yr.,1600,136,,527,56,Population
6/9/2000,,bonrip,4B,491,733,F,a 3/4 yr.,1860,135,,943,56,Population
6/9/2000,,bonrip,5A,735,734,M,A,1420,140,,657,56,Population
6/10/2000,,bonrip,1B,82,83,F,a 1 yr,1490,142,,685,56,Population
6/10/2000,,bonrip,2C,732,731,M,A,1260,134,,656,56,Population
6/10/2000,,bonrip,7B,690,691,F,A,1960,135,,650,56,Population
6/10/2000,,bonrip,8E,522,523,F,a 3/4 yr.,1930,142,,562,56,Population
6/11/2000,,bonrip,1C,695,694,F,A,1270,135,,652,56,Population
6/11/2000,,bonrip,4B,510,511,F,a 3/4 yr.,1810,137,,556,56,Population
6/11/2000,,bonrip,6B,96,97,F,A,970,137,,719,56,Population
6/12/2000,,bonrip,8E,522,523,F,A,1120,136,,562,56,Population
